label,Ver,Last-Modified-JST,feed_start_date,feed_end_date,feed_version,feed_publisher_name,license_name,url
北恵那バス（北恵那交通）,2,2023-03-22 18:16,20230401,20240331,20230401_2023年04月01日（2023年4月） その筋屋 1.623,北恵那交通株式会社,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/kitaena/feeds/kitaena/files/feed.zip?rid=next
可児市　さつきバス・Ｋバス,1,2022-10-17 09:04,20221003,20231123,2022/10/03改正-見える化ver2.6,可児市,CC BY 2.1,https://www.city.kani.lg.jp/secure/12816/202210_satuki_K_bus.zip
可児市　YAOバス,1,2022-12-26 16:28,20221225,20231123,2022/09/29改正-見える化ver2.6,可児市,CC BY 2.1,https://www.city.kani.lg.jp/secure/12816/yao.zip
恵那市自主運行バス,1,2023-04-01 00:02,20230401,20240331,2023/04/01改正-見える化ver2.6d,恵那市,CC BY 4.0,https://www.rosenzu.com/~gtfs/ena/ena_GTFS.zip
恵那市自主運行バス,2,2023-04-01 00:02,20230401,20240331,2023/04/01改正-見える化ver2.6d,恵那市,CC BY 4.0,https://www.rosenzu.com/~gtfs/ena/ena_GTFS_next.zip
恵那市自主運行バス,1,2023-03-27 17:05,20230401,20240331,2023/04/01改正-見える化ver2.6d,恵那市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/enacity/feeds/communitybus/files/feed.zip
恵那市自主運行バス,2,2023-03-27 17:05,20230401,20240331,2023/04/01改正-見える化ver2.6d,恵那市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/enacity/feeds/communitybus/files/feed.zip?rid=next
本巣市営バス,1,2023-04-01 00:34,20230401,20240331,2023/04/01改正-見える化ver2.6d,岐阜県本巣市,CC BY 4.0,https://www.rosenzu.com/~gtfs/motosu/motosu_GTFS.zip
海津市コミュニティバス,1,2022-12-16 00:05,20221216,20230930,2022/12/16改正-見える化ver2.6d,海津市,CC BY 4.0,https://www.rosenzu.com/~gtfs/kaizu/kaizu_GTFS.zip
海津市コミュニティバス,1,2022-12-16 00:05,20221216,20230930,2022/12/16改正-見える化ver2.6d,海津市,CC BY 4.0,https://www.rosenzu.com/~gtfs/kaizu/kaizu_GTFS_next.zip
海津市コミュニティバス,1,2023-03-29 09:13,20221216,20230930,2022/12/16改正-見える化ver2.6d,海津市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/kaizucity/feeds/communitybus/files/feed.zip
海津市コミュニティバス,2,2023-03-29 09:13,20221216,20230930,2022/12/16改正-見える化ver2.6d,海津市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/kaizucity/feeds/communitybus/files/feed.zip?rid=next
明知鉄道,1,2023-03-18 01:15,20230318,20240331,2023/03/18改正-見える化ver2.6d,明知鉄道株式会社,CC BY 4.0,https://www.rosenzu.com/~gtfs/akechirailway/akechirailway_GTFS.zip
明知鉄道,1,2023-03-17 11:26,20230318,20240331,2023/03/18改正-見える化ver2.6d,明知鉄道株式会社,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/aketetsu/feeds/akechirailway/files/feed.zip
明知鉄道,2,2023-03-17 11:26,20230318,20240331,2023/03/18改正-見える化ver2.6d,明知鉄道株式会社,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/aketetsu/feeds/akechirailway/files/feed.zip?rid=next
岐阜市コミュニティバス「ぎふっこバス」,1,2023-04-01 00:00,20230401,20240331,2023/04/01改正,岐阜市,CC BY 4.0,https://www.rosenzu.com/~gtfs/gifu/gifu_GTFS.zip
岐阜市コミュニティバス「ぎふっこバス」,2,2023-04-01 00:00,20230401,20240331,2023/04/01改正,岐阜市,CC BY 4.0,https://www.rosenzu.com/~gtfs/gifu/gifu_GTFS_next.zip
笠松町公共施設巡回町民バス,1,2023-04-01 00:30,20230401,20240331,2023/4/01改正-見える化ver2.6,笠松町,CC BY 4.0,https://www.rosenzu.com/~gtfs/kasamatsu/kasamatsu_GTFS.zip
笠松町公共施設巡回町民バス,2,2023-04-01 00:30,20230401,20240331,2023/4/01改正-見える化ver2.6,笠松町,CC BY 4.0,https://www.rosenzu.com/~gtfs/kasamatsu/kasamatsu_GTFS_next.zip
笠松町公共施設巡回町民バス,1,2023-03-24 08:00,20230401,20240331,2023/4/01改正-見える化ver2.6,笠松町,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/kasamatsutown/feeds/communitybus/files/feed.zip
笠松町公共施設巡回町民バス,2,2023-03-24 08:00,20230401,20240331,2023/4/01改正-見える化ver2.6,笠松町,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/kasamatsutown/feeds/communitybus/files/feed.zip?rid=next
飛騨市おでかけバス「ひだまる」,1,2023-04-01 00:44,20230401,20240331,2023/04/01改正-見える化ver2.6d,飛騨市,CC BY 4.0,https://www.rosenzu.com/~gtfs/hida/hida_GTFS.zip
飛騨市おでかけバス「ひだまる」,2,2023-04-01 00:44,20230401,20240331,2023/04/01改正-見える化ver2.6d,飛騨市,CC BY 4.0,https://www.rosenzu.com/~gtfs/hida/hida_GTFS_next.zip
飛騨市おでかけバス「ひだまる」,1,2023-03-28 16:49,20230401,20240331,2023/04/01改正-見える化ver2.6d,飛騨市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/hidacity/feeds/communitybus/files/feed.zip
飛騨市おでかけバス「ひだまる」,2,2023-03-28 16:49,20230401,20240331,2023/04/01改正-見える化ver2.6d,飛騨市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/hidacity/feeds/communitybus/files/feed.zip?rid=next
揖斐川町　ふれあいバス,1,2023-04-01 00:22,20230401,20240430,2023/04/01改正-見える化ver2.6d,揖斐川町,CC BY 4.0,https://www.rosenzu.com/~gtfs/ibigawa/ibigawa_GTFS.zip
揖斐川町　ふれあいバス,2,2023-04-01 00:22,20230401,20240430,2023/04/01改正-見える化ver2.6d,揖斐川町,CC BY 4.0,https://www.rosenzu.com/~gtfs/ibigawa/ibigawa_GTFS_next.zip
揖斐川町　ふれあいバス,1,2023-03-13 12:36,20230401,20240430,2023/04/01改正-見える化ver2.6d,揖斐川町,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/ibigawatown/feeds/communitybus/files/feed.zip
揖斐川町　ふれあいバス,2,2023-03-13 12:36,20230401,20240430,2023/04/01改正-見える化ver2.6d,揖斐川町,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/ibigawatown/feeds/communitybus/files/feed.zip?rid=next
東鉄バス（東濃鉄道）,1,2023-03-18 01:18,20230318,20240317,20230318_2023年03月18日（恵那改正20230318） その筋屋 1.623,東濃鉄道株式会社,CC BY 4.0,https://www.rosenzu.com/~gtfs/tohtetsu/tohtetsu_GTFS.zip
東鉄バス（東濃鉄道）,1,2023-03-17 10:08,20230318,20240317,20230318_2023年03月18日（恵那改正20230318） その筋屋 1.623,東濃鉄道株式会社,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/tohtetsu/feeds/tohtetsu_ena/files/feed.zip
東鉄バス（東濃鉄道）,2,2023-03-17 10:08,20230318,20240317,20230318_2023年03月18日（恵那改正20230318） その筋屋 1.623,東濃鉄道株式会社,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/tohtetsu/feeds/tohtetsu_ena/files/feed.zip?rid=next
御嵩町　ふれあいバス,1,2023-03-20 01:07,20230320,20240319,2023/03/20改正-見える化ver2.6d,御嵩町,CC BY 4.0,https://www.rosenzu.com/~gtfs/mitake/mitake_GTFS.zip
美濃加茂市コミュニティバス「あい愛バス」,1,2022-08-01 00:01,20220801,20230731,2022/08/01改正-見える化ver2.6,岐阜県美濃加茂市,CC BY 4.0,https://www.rosenzu.com/~gtfs/minokamo/minokamo_GTFS.zip
美濃加茂市コミュニティバス「あい愛バス」,1,2023-03-19 09:03,20220801,20230731,2022/08/01改正-見える化ver2.6,岐阜県美濃加茂市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/minokamocity/feeds/communitybus/files/feed.zip
美濃加茂市コミュニティバス「あい愛バス」,2,2023-03-19 09:03,20220801,20230731,2022/08/01改正-見える化ver2.6,岐阜県美濃加茂市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/minokamocity/feeds/communitybus/files/feed.zip?rid=next
土岐市　市民バス,1,2022-10-15 08:16,20221001,20230930,2022/10/01改正-見える化ver2.6d,土岐市,CC BY 4.0,https://www.rosenzu.com/~gtfs/toki/toki_GTFS.zip
土岐市　市民バス,1,2023-03-29 08:35,20221001,20230930,2022/10/01改正-見える化ver2.6d,土岐市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/tokicity/feeds/communitybus/files/feed.zip
土岐市　市民バス,2,2023-03-29 08:35,20221001,20230930,2022/10/01改正-見える化ver2.6d,土岐市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/tokicity/feeds/communitybus/files/feed.zip?rid=next
七宗町営バス,1,2023-03-10 04:29,20230310,20240331,2023/03/10改正-見える化ver2.6,七宗町,CC BY 4.0,https://www.rosenzu.com/~gtfs/hichiso/hichiso_GTFS.zip
七宗町営バス,1,2023-03-27 18:21,20230310,20240331,2023/03/10改正-見える化ver2.6,七宗町,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/hichisotown/feeds/choeibus/files/feed.zip
七宗町営バス,2,2023-03-27 18:21,20230310,20240331,2023/03/10改正-見える化ver2.6,七宗町,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/hichisotown/feeds/choeibus/files/feed.zip?rid=next
瑞浪市コミュニティバス,1,2023-04-01 00:39,20230401,20240331,2023/04/01改正-見える化ver2.6d,瑞浪市,CC BY 4.0,https://www.rosenzu.com/~gtfs/mizunami/mizunami_GTFS.zip
瑞浪市コミュニティバス,2,2023-04-01 00:39,20230401,20240331,2023/04/01改正-見える化ver2.6d,瑞浪市,CC BY 4.0,https://www.rosenzu.com/~gtfs/mizunami/mizunami_GTFS_next.zip
瑞浪市コミュニティバス,1,2023-03-22 14:21,20230401,20240331,2023/04/01改正-見える化ver2.6d,瑞浪市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/mizunamicity/feeds/communitybus/files/feed.zip
瑞浪市コミュニティバス,2,2023-03-22 14:21,20230401,20240331,2023/04/01改正-見える化ver2.6d,瑞浪市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/mizunamicity/feeds/communitybus/files/feed.zip?rid=next
島田市コミュニティバス,1,2023-02-15 10:10,20230401,20240331,20220401_A01-2022年08月30日 09時02分36秒-西沢ツールver8.18,島田市地域生活部生活安心課,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/shimadacity/feeds/shimada_combus/files/feed.zip
島田市コミュニティバス,2,2023-02-15 10:10,20230401,20240331,20220401_A01-2022年08月30日 09時02分36秒-西沢ツールver8.18,島田市地域生活部生活安心課,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/shimadacity/feeds/shimada_combus/files/feed.zip?rid=next
日進市巡回バス　くるりんばす（市サイト）,1,2023-02-28 14:14,20221230,20240103,2022/01/04改正-見える化ver2.6,日進市,CC BY 4.0,http://www.city.nisshin.lg.jp/material/files/group/108/kururin-gtfs.zip
日進市巡回バス　くるりんばす,1,2023-03-10 04:30,20230310,20240104,2023/03/10改正-見える化ver2.6,日進市,CC BY 4.0,https://www.rosenzu.com/~gtfs/nisshin/nisshin_GTFS.zip
日進市巡回バス　くるりんばす,2,2023-03-08 22:38,20230310,20240104,2023/03/10改正-見える化ver2.6,日進市,CC BY 4.0,https://www.rosenzu.com/~gtfs/nisshin/nisshin_GTFS_next.zip
日進市巡回バス　くるりんばす,1,2023-03-22 18:34,20230310,20240104,2023/03/10改正-見える化ver2.6,日進市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/nisshincity/feeds/communitybus/files/feed.zip
日進市巡回バス　くるりんばす,2,2023-03-22 18:34,20230310,20240104,2023/03/10改正-見える化ver2.6,日進市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/nisshincity/feeds/communitybus/files/feed.zip?rid=next
碧南市　くるくるバス,1,2022-04-01 13:50,20220401,20230331,20220401,碧南市,CC BY 4.0,https://www.city.hekinan.lg.jp/material/files/group/3/GTFS.zip
豊田市　とよたおいでんバス,1,2023-04-01 01:08,20230401,20230930,2023/04/01改正-見える化ver2.6,豊田市,CC BY 4.0,https://www.rosenzu.com/~gtfs/toyota/toyota_kikan_GTFS.zip
豊田市　とよたおいでんバス,2,2023-03-23 07:42,20230401,20230930,2023/04/01改正-見える化ver2.6,豊田市,CC BY 4.0,https://www.rosenzu.com/~gtfs/toyota/toyota_kikan_GTFS_next.zip
豊田市　地域バス,1,2023-04-01 01:19,20221212,20230930,2022/12/12改正-見える化ver2.6,豊田市,CC BY 4.0,https://www.rosenzu.com/~gtfs/toyota_chiiki/toyota_chiiki_GTFS.zip
豊田市　地域バス,2,2023-04-01 01:19,20230403,20240331,2023/04/03改正-見える化ver2.6,豊田市,CC BY 4.0,https://www.rosenzu.com/~gtfs/toyota_chiiki/toyota_chiiki_GTFS_next.zip
豊田市　とよたおいでんバス,1,2023-03-29 02:20,20230401,20230930,2023/04/01改正-見える化ver2.6,豊田市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/toyotacity/feeds/kikanbus/files/feed.zip
豊田市　とよたおいでんバス,2,2023-03-29 02:20,20230401,20230930,2023/04/01改正-見える化ver2.6,豊田市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/toyotacity/feeds/kikanbus/files/feed.zip?rid=next
豊田市　地域バス,1,2023-03-29 02:32,20221212,20230930,2022/12/12改正-見える化ver2.6,豊田市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/toyotacity/feeds/chiikibus/files/feed.zip
豊田市　地域バス,2,2023-03-29 02:32,20230403,20240331,2023/04/03改正-見える化ver2.6,豊田市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/toyotacity/feeds/chiikibus/files/feed.zip?rid=next
東浦町運行バス「う・ら・ら」,1,2022-12-21 10:35,20221216,20230331,2021/02/01改正,東浦町,CC BY 4.0,https://www.rosenzu.com/~gtfs/higashiura/higashiura_GTFS.zip
東浦町運行バス「う・ら・ら」,2,2023-03-24 22:03,20230401,20240331,2023/04/01改正-見える化ver2.6d,東浦町,CC BY 4.0,https://www.rosenzu.com/~gtfs/higashiura/higashiura_GTFS_next.zip
東浦町運行バス「う・ら・ら」,1,2023-03-24 21:57,20230401,20240331,2023/04/01改正-見える化ver2.6d,東浦町,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/higashiuratown/feeds/communitybus/files/feed.zip
東浦町運行バス「う・ら・ら」,2,2023-03-24 21:57,20230401,20240331,2023/04/01改正-見える化ver2.6d,東浦町,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/higashiuratown/feeds/communitybus/files/feed.zip?rid=next
武豊町「ゆめころん」,1,2022-10-01 00:14,20221001,20230930,2022/10/01改正-見える化ver2.6d,武豊町,CC BY 4.0,https://www.rosenzu.com/~gtfs/taketoyo/taketoyo_GTFS.zip
武豊町「ゆめころん」,2,2022-10-01 00:14,20221001,20230930,2022/10/01改正-見える化ver2.6d,武豊町,CC BY 4.0,https://www.rosenzu.com/~gtfs/taketoyo/taketoyo_GTFS_next.zip
武豊町「ゆめころん」,1,2023-03-29 03:14,20221001,20230930,2022/10/01改正-見える化ver2.6d,武豊町,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/taketoyotown/feeds/communitybus/files/feed.zip
武豊町「ゆめころん」,2,2023-03-29 03:14,20221001,20230930,2022/10/01改正-見える化ver2.6d,武豊町,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/taketoyotown/feeds/communitybus/files/feed.zip?rid=next
みよし市　さんさんバス,1,2022-04-19 12:10,20220401,20230331,2022/04/01改正-見える化ver2.6,みよし市政策推進部企画政策課,CC BY 4.0,http://www.city.aichi-miyoshi.lg.jp/shisei/opendata/documents/sansanbus.zip
長久手市　N-バス,1,2022-12-26 08:57,20221223,20230331,2021/04/01改正-見える化ver2.6d,長久手市,CC BY 4.0,https://www.city.nagakute.lg.jp/material/files/group/4/Nagakute_Nbus_gtfs_current_data.zip
安城市　あんくるバス,1,2023-03-07 16:21,20221004,20231003,2022/10/04改正-見える化ver2.6d,安城市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/anjocity/feeds/AnkuruBus/files/feed.zip
安城市　あんくるバス,2,2023-03-07 16:21,20221004,20231003,2022/10/04改正-見える化ver2.6d,安城市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/anjocity/feeds/AnkuruBus/files/feed.zip?rid=next
西尾市　六万石くるりんバス,1,2022-09-30 08:41,20221001,20230930,2022/10/01改正,愛知県西尾市,CC BY 4.0,https://www.city.nishio.aichi.jp/_res/projects/default_project/_page_/001/003/763/k.zip
西尾市　いっちゃんバス,1,2022-04-04 10:39,20220401,20230331,2022/04/01改正,西尾市,CC BY 4.0,https://www.city.nishio.aichi.jp/_res/projects/default_project/_page_/001/003/763/i.zip
西尾市　六万石くるりんバス,1,2023-02-28 10:36,20230401,20230930,2023/04/01改正,愛知県西尾市,CC 0,https://api.gtfs-data.jp/v2/organizations/nishiocity/feeds/rokumangokukururinbus/files/feed.zip
西尾市　六万石くるりんバス,2,2023-02-28 10:36,20230401,20230930,2023/04/01改正,愛知県西尾市,CC 0,https://api.gtfs-data.jp/v2/organizations/nishiocity/feeds/rokumangokukururinbus/files/feed.zip?rid=next
西尾市　いっちゃんバス,1,2023-03-22 15:00,20230401,20240331,2023/04/01改正,西尾市,CC 0,https://api.gtfs-data.jp/v2/organizations/nishiocity/feeds/ichanbus/files/feed.zip
西尾市　いっちゃんバス,2,2023-03-22 15:00,20230401,20240331,2023/04/01改正,西尾市,CC 0,https://api.gtfs-data.jp/v2/organizations/nishiocity/feeds/ichanbus/files/feed.zip?rid=next
名鉄東部交通バス,1,2022-09-13 11:24,20220401,20230331,20220401,西尾市,CC BY 4.0,https://www.city.nishio.aichi.jp/_res/projects/default_project/_page_/001/003/763/m.zip
名鉄東部交通バス,1,2023-03-22 14:54,20230401,20240331,2023/04/01改正-見える化ver2.6d,名鉄東部交通株式会社,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/nishiocity/feeds/meitestu_tobu/files/feed.zip
名鉄東部交通バス,2,2023-03-22 14:54,20230401,20240331,2023/04/01改正-見える化ver2.6d,名鉄東部交通株式会社,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/nishiocity/feeds/meitestu_tobu/files/feed.zip?rid=next
あおい交通,1,2023-03-26 00:43,20230326,20240331,20230326_2023年03月26日（●あおい交通） その筋屋 1.623,あおい交通株式会社,CC BY 4.0,https://www.rosenzu.com/~gtfs/aoikotsu/aoikotsu_GTFS.zip
あおい交通,1,2023-03-18 14:17,20230326,20240331,20230326_2023年03月26日（●あおい交通） その筋屋 1.623,あおい交通株式会社,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/aoi-komaki/feeds/aoikotsu/files/feed.zip
あおい交通,2,2023-03-18 14:17,20230326,20240331,20230326_2023年03月26日（●あおい交通） その筋屋 1.623,あおい交通株式会社,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/aoi-komaki/feeds/aoikotsu/files/feed.zip?rid=next
豊山町　とよやまタウンバス,1,2023-03-18 14:33,20230314,20240331,20210401_2021年04月01日（豊山町20230314修正） その筋屋 1.623,あおい交通株式会社,CC BY 4.0,https://www.rosenzu.com/~gtfs/toyoyama/toyoyama_GTFS.zip
豊山町　とよやまタウンバス,1,2023-03-18 14:36,20230314,20240331,20210401_2021年04月01日（豊山町20230314修正） その筋屋 1.623,あおい交通株式会社,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/toyoyamatown/feeds/communitybus/files/feed.zip
豊山町　とよやまタウンバス,2,2023-03-18 14:36,20230314,20240331,20210401_2021年04月01日（豊山町20230314修正） その筋屋 1.623,あおい交通株式会社,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/toyoyamatown/feeds/communitybus/files/feed.zip?rid=next
岡崎市コミュニティバス（額田地域コミュニティ交通）,1,2023-04-02 01:07,20230403,20240331,2023/04/03改正-見える化ver2.6d,岡崎市,CC BY 4.0,https://www.city.okazaki.lg.jp/1550/1553/208000/p015630_d/fil/232025_gtfs.zip
刈谷市公共施設連絡バス かりまる,1,2022-12-14 16:37,20221214,20241231,2021/08/01改正,愛知県刈谷市,CC BY 4.0,https://www.rosenzu.com/~gtfs/kariya/kariya_GTFS.zip
豊明市　ひまわりバス,1,2022-04-26 17:14,20220506,20230331,20220506,豊明市,CC BY 4.0,https://www.city.toyoake.lg.jp/secure/5217/toyoake202205.zip
豊鉄バス,1,,20230330,20230704,20230330_20230402,豊鉄バス,CC BY 4.0,https://loc.bus-vision.jp/gtfs/toyotetsu/gtfsFeed
知立市　ミニバス,1,2022-12-02 17:11,20221202,20231231,2020/10/01改正,知立市,CC BY 2.1,https://www.city.chiryu.aichi.jp/ikkrwebBrowse/material/files/group/4/gtfs_data.zip
あま市巡回バス,1,2022-01-24 13:49,20220117,20230501,2.1,あま市,CC BY 4.0,https://www.city.ama.aichi.jp/_res/projects/default_project/_page_/001/002/512/ama_GTFS.zip
東海市　らんらんバス(循環バス),1,,,,,,(オープンデータとして公開),http://www.city.tokai.aichi.jp/secure/47255/gtfs.zip
ふれあいバス（大府市循環バス）,1,,,,,,CC BY 4.0,https://www.city.obu.aichi.jp/_res/projects/default_project/_page_/001/017/133/bus/obu-gtfs-current-data.zip
こまき巡回バス「こまくる」,1,2022-07-29 11:40,20220301,20230331,2022/03/01改正-見える化ver2.6,愛知県小牧市,CC BY 4.0,http://www.city.komaki.aichi.jp/material/files/group/88/gtfsdate.zip
津ベルライン（津エアポートライン）,1,2022-12-24 04:51,20221224,20231231,2022年12月24日改正ダイヤ,津エアポートライン株式会社,CC BY 4.0,https://www.rosenzu.com/~gtfs/tsuairportline/tsuairportline_GTFS.zip
津ベルライン（津エアポートライン）,2,2022-12-02 12:26,20221224,20231231,2022年12月24日改正ダイヤ,津エアポートライン株式会社,CC BY 4.0,https://www.rosenzu.com/~gtfs/tsuairportline/tsuairportline_GTFS_next.zip
桑名市　K-バス,1,2023-01-01 00:06,20230101,20231231,2023/01/01改正-見える化ver2.6d,桑名市,CC BY 4.0,https://www.rosenzu.com/~gtfs/kuwana/kuwana_GTFS.zip
桑名市　K-バス,2,,,,,,CC BY 4.0,https://www.rosenzu.com/~gtfs/kuwana/kuwana_GTFS_next.zip
桑名市　K-バス,1,2023-03-22 18:55,20230101,20231231,2023/01/01改正-見える化ver2.6d,桑名市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/kuwanacity/feeds/communitybus/files/feed.zip
桑名市　K-バス,2,2023-03-22 18:55,20230101,20231231,2023/01/01改正-見える化ver2.6d,桑名市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/kuwanacity/feeds/communitybus/files/feed.zip?rid=next
伊勢市コミュニティバス（おかげバス、沼木バス）,1,2023-04-01 00:48,20230401,20240331,2023/04/01改正-見える化ver2.6,伊勢市,CC BY 2.1,https://www.rosenzu.com/~gtfs/ise/ise_GTFS.zip
伊勢市コミュニティバス（おかげバス、沼木バス）,2,2023-04-01 00:48,20230401,20240331,2023/04/01改正-見える化ver2.6,伊勢市,CC BY 2.1,https://www.rosenzu.com/~gtfs/ise/ise_GTFS_next.zip
伊勢市コミュニティバス（おかげバス、沼木バス）,1,2023-03-11 23:46,20230401,20240331,2023/04/01改正-見える化ver2.6,伊勢市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/isecity/feeds/communitybus/files/feed.zip
伊勢市コミュニティバス（おかげバス、沼木バス）,2,2023-03-11 23:46,20230401,20240331,2023/04/01改正-見える化ver2.6,伊勢市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/isecity/feeds/communitybus/files/feed.zip?rid=next
南伊勢町　町営バス,1,2023-03-25 16:53,20230325,20240331,2023/02/01改正-見える化ver2.6d,南伊勢町,CC BY 4.0,https://www.rosenzu.com/~gtfs/minamiise/minamiise_GTFS.zip
南伊勢町　町営バス,2,2023-01-27 08:54,20230201,20230331,2023/02/01改正-見える化ver2.6d,南伊勢町,CC BY 4.0,https://www.rosenzu.com/~gtfs/minamiise/minamiise_GTFS_next.zip
南伊勢町　町営バス,1,2023-03-25 17:01,20230325,20240331,2023/02/01改正-見える化ver2.6d,南伊勢町,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/minamiisetown/feeds/choeibus/files/feed.zip
南伊勢町　町営バス,2,2023-03-25 17:01,20230325,20240331,2023/02/01改正-見える化ver2.6d,南伊勢町,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/minamiisetown/feeds/choeibus/files/feed.zip?rid=next
度会町　町営バス,1,2023-03-25 12:59,20230325,20240331,2021/04/01改正-見える化ver2.6,度会町,CC BY 4.0,https://www.rosenzu.com/~gtfs/watarai/watarai_GTFS.zip
度会町　町営バス,1,2023-03-25 13:06,20230325,20240331,2021/04/01改正-見える化ver2.6,度会町,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/wataraitown/feeds/choeibus/files/feed.zip
度会町　町営バス,2,2023-03-25 13:06,20230325,20240331,2021/04/01改正-見える化ver2.6,度会町,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/wataraitown/feeds/choeibus/files/feed.zip?rid=next
名張市コミュニティバス,1,2023-03-20 21:53,20230320,20240331,2021/05/06改正,三重県名張市,CC BY 4.0,https://www.rosenzu.com/~gtfs/nabari/nabari_GTFS.zip
名張市コミュニティバス,1,2023-03-20 21:56,20230320,20240331,2021/05/06改正,三重県名張市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/nabaricity/feeds/communitybus/files/feed.zip
名張市コミュニティバス,2,2023-03-20 21:56,20230320,20240331,2021/05/06改正,三重県名張市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/nabaricity/feeds/communitybus/files/feed.zip?rid=next
伊賀市コミュニティバス・行政バス,1,2023-01-01 00:03,20230101,20231231,2023/01/01改正-見える化ver2.6d,伊賀市,CC BY 4.0,https://www.rosenzu.com/~gtfs/iga/iga_GTFS.zip
伊賀市コミュニティバス・行政バス,2,2022-12-12 14:44,20230101,20231231,2023/01/01改正-見える化ver2.6d,伊賀市,CC BY 4.0,https://www.rosenzu.com/~gtfs/iga/iga_GTFS_next.zip
津市コミュニティバス,1,2022-09-01 02:24,20220901,20230331,2022/09/01改正-見える化ver2.6,津市,CC BY 4.0,https://www.rosenzu.com/~gtfs/tsu/tsu_GTFS.zip
津市コミュニティバス,2,2023-03-28 21:41,20230401,20240331,2023/04/01改正-見える化ver2.6d,津市,CC BY 4.0,https://www.rosenzu.com/~gtfs/tsu/tsu_GTFS_next.zip
津市コミュニティバス,1,2023-03-28 21:50,20230401,20240331,2023/04/01改正-見える化ver2.6d,津市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/tsucity/feeds/communitybus/files/feed.zip
津市コミュニティバス,2,2023-03-28 21:50,20230401,20240331,2023/04/01改正-見える化ver2.6d,津市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/tsucity/feeds/communitybus/files/feed.zip?rid=next
亀山市コミュニティバス,1,2023-01-26 21:56,20230126,20240104,2023/01/26改正-見える化ver2.6d,亀山市,CC BY 4.0,https://www.rosenzu.com/~gtfs/kameyama/kameyama_GTFS.zip
鳥羽市　かもめバス,1,2023-04-01 00:51,20230401,20240331,2023/04/01改正,鳥羽市,CC BY 4.0,https://www.rosenzu.com/~gtfs/toba_bus/toba_bus_GTFS.zip
鳥羽市　かもめバス,2,2023-04-01 00:51,20230401,20240331,2023/04/01改正,鳥羽市,CC BY 4.0,https://www.rosenzu.com/~gtfs/toba_bus/toba_bus_GTFS_next.zip
