feed_id,prefcode,label,Management,fixed_current_url,license_name
f0600503,06,東根市　市民バス,2,https://api.gtfs-data.jp/v2/organizations/higashinecity/feeds/HigashineCity/files/feed.zip?rid=next,CC BY 4.0
f0600602,06,河北町路線バス,1,https://www.pref.yamagata.jp/documents/20978/kahoku_gtfs.zip,CC BY 4.0
f0600603,06,河北町路線バス,1,https://api.gtfs-data.jp/v2/organizations/kahokutown/feeds/KahokuTown/files/feed.zip,CC BY 4.0
f0600603,06,河北町路線バス,2,https://api.gtfs-data.jp/v2/organizations/kahokutown/feeds/KahokuTown/files/feed.zip?rid=next,CC BY 4.0
f0600702,06,南陽市　市内循環バス,1,https://www.pref.yamagata.jp/documents/20978/nanyo_gtfs.zip,CC BY 4.0
f0600703,06,南陽市　市内循環バス,1,https://api.gtfs-data.jp/v2/organizations/nanyocity/feeds/NanyoCity/files/feed.zip,CC BY 4.0
f0600703,06,南陽市　市内循環バス,2,https://api.gtfs-data.jp/v2/organizations/nanyocity/feeds/NanyoCity/files/feed.zip?rid=next,CC BY 4.0
f0600802,06,大蔵町　肘折ゆけむりライン,1,https://www.pref.yamagata.jp/documents/20978/ohkura_gtfs.zip,CC BY 4.0
f0600803,06,大蔵町　肘折ゆけむりライン,1,https://api.gtfs-data.jp/v2/organizations/ohkuravillage/feeds/OhkuraVillage/files/feed.zip,CC BY 4.0
f0600803,06,大蔵町　肘折ゆけむりライン,2,https://api.gtfs-data.jp/v2/organizations/ohkuravillage/feeds/OhkuraVillage/files/feed.zip?rid=next,CC BY 4.0
f0600902,06,鮭川村村営バス,1,https://www.pref.yamagata.jp/documents/20978/sakegawa_gtfs.zip,CC BY 4.0
f0600903,06,鮭川村村営バス,1,https://api.gtfs-data.jp/v2/organizations/sakegawavillage/feeds/SakegawaVillage/files/feed.zip,CC BY 4.0
f0600903,06,鮭川村村営バス,2,https://api.gtfs-data.jp/v2/organizations/sakegawavillage/feeds/SakegawaVillage/files/feed.zip?rid=next,CC BY 4.0
